year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,role,experience
2025,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,145000,USD,145000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Analytics Engineer,233625,USD,233625,US,0,US,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,158945,USD,158945,US,0,US,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,224100,USD,224100,CA,0,CA,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,180000,USD,180000,CA,0,CA,M,Analytics Engineer,Senior
2025,MI,FT,Analytics Engineer,115000,USD,115000,US,0,US,M,Analytics Engineer,Mid
2025,MI,FT,Analytics Engineer,85000,USD,85000,US,0,US,M,Analytics Engineer,Mid
2025,SE,FT,Data Engineer,250000,USD,250000,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,190000,USD,190000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,147000,USD,147000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,105000,USD,105000,US,100,US,M,Data Engineer,Senior
2025,MI,FT,Data Engineer,176000,USD,176000,US,100,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,110000,USD,110000,US,100,US,M,Data Engineer,Mid
2025,SE,FT,Data Analyst,171000,USD,171000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,114000,USD,114000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,171000,USD,171000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,114000,USD,114000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,171000,USD,171000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,114000,USD,114000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M,Data Analyst,Senior
2025,EN,FT,Data Analyst,140000,USD,140000,US,0,US,M,Data Analyst,Entry
2025,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst,Entry
2025,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst,Entry
2025,EN,FT,Data Analyst,80000,USD,80000,US,0,US,M,Data Analyst,Entry
2025,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,50000,USD,50000,US,0,US,M,Data Analyst,Senior
2025,EN,FT,Data Analyst,100000,USD,100000,US,100,US,M,Data Analyst,Entry
2025,EN,FT,Data Analyst,80000,USD,80000,US,100,US,M,Data Analyst,Entry
2025,SE,FT,Data Analyst,126500,USD,126500,US,100,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,113850,USD,113850,US,100,US,M,Data Analyst,Senior
2025,EN,FT,Data Analyst,110000,USD,110000,US,100,US,M,Data Analyst,Entry
2025,EN,FT,Data Analyst,99000,USD,99000,US,100,US,M,Data Analyst,Entry
2025,SE,FT,Machine Learning Engineer,194500,USD,194500,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,273923,USD,273923,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,126000,USD,126000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,252000,USD,252000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,148909,USD,148909,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,176924,USD,176924,US,100,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,283600,USD,283600,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,160700,USD,160700,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,301000,USD,301000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,188100,USD,188100,US,0,US,M,ML Engineer,Senior
2025,MI,FT,Machine Learning Engineer,213000,USD,213000,US,0,US,M,ML Engineer,Mid
2025,MI,FT,Machine Learning Engineer,158000,USD,158000,US,0,US,M,ML Engineer,Mid
2025,SE,FT,Data Engineer,217000,USD,217000,US,100,US,M,Data Engineer,Senior
2025,EN,FT,Data Analyst,82000,USD,82000,US,0,US,M,Data Analyst,Entry
2025,EN,FT,Data Analyst,44000,USD,44000,US,0,US,M,Data Analyst,Entry
2025,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M,Data Scientist,Senior
2025,MI,FT,AI Data Scientist,200000,USD,200000,US,100,US,S,Data Scientist,Mid
2025,MI,FT,Data Scientist,140000,USD,140000,US,100,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M,Data Scientist,Mid
2025,MI,FT,Machine Learning Engineer,264200,USD,264200,US,0,US,M,ML Engineer,Mid
2025,MI,FT,Machine Learning Engineer,143100,USD,143100,US,0,US,M,ML Engineer,Mid
2025,SE,FT,Machine Learning Engineer,185000,USD,185000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,165000,USD,165000,US,0,US,M,ML Engineer,Senior
2025,MI,FT,Machine Learning Engineer,251666,USD,251666,US,0,US,M,ML Engineer,Mid
2025,MI,FT,Machine Learning Engineer,176166,USD,176166,US,0,US,M,ML Engineer,Mid
2025,MI,FT,Data Engineer,175400,USD,175400,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,106300,USD,106300,US,0,US,M,Data Engineer,Mid
2025,SE,FT,Analytics Engineer,107000,USD,107000,CA,0,CA,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,87000,USD,87000,CA,0,CA,M,Analytics Engineer,Senior
2025,SE,FT,Data Engineer,206000,USD,206000,US,0,US,M,Data Engineer,Senior
2025,MI,FT,Data Engineer,190000,USD,190000,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M,Data Engineer,Mid
2025,SE,FT,Data Engineer,223900,USD,223900,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,135700,USD,135700,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,167500,USD,167500,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,107000,USD,107000,CA,0,CA,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,87000,USD,87000,CA,0,CA,M,Data Engineer,Senior
2025,SE,FT,Data Scientist,193750,USD,193750,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,124000,USD,124000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,258000,USD,258000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,172000,USD,172000,US,0,US,M,Data Scientist,Senior
2025,MI,FT,Data Scientist,118273,USD,118273,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,87419,USD,87419,US,0,US,M,Data Scientist,Mid
2025,SE,FT,Data Scientist,173296,USD,173296,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,103978,USD,103978,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,115000,USD,115000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,201783,USD,201783,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,146751,USD,146751,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Analyst,72000,USD,72000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,46000,USD,46000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Engineer,227950,USD,227950,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,126100,USD,126100,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,150200,USD,150200,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,138715,USD,138715,US,0,US,M,Data Engineer,Senior
2025,MI,CT,Machine Learning Engineer,80000,GBP,101265,GB,0,GB,M,ML Engineer,Mid
2025,SE,CT,Data Engineer,98000,USD,98000,US,100,US,M,Data Engineer,Senior
2025,SE,CT,Data Engineer,88000,USD,88000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,186754,USD,186754,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,101000,USD,101000,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,149400,USD,149400,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,84000,USD,84000,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,167471,USD,167471,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,167471,USD,167471,US,100,US,M,Data Engineer,Senior
2025,MI,FT,Data Engineer,149183,USD,149183,US,100,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,108497,USD,108497,US,100,US,M,Data Engineer,Mid
2025,SE,FT,Data Analyst,123075,USD,123075,US,100,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,86155,USD,86155,US,100,US,M,Data Analyst,Senior
2025,MI,FT,Data Scientist,161866,USD,161866,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,102419,USD,102419,US,0,US,M,Data Scientist,Mid
2025,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,155000,USD,155000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Engineer,215900,USD,215900,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,112500,USD,112500,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Scientist,194000,USD,194000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,141100,USD,141100,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,75000,USD,75000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,75000,USD,75000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,Data Analyst,Senior
2025,MI,FT,Data Scientist,147900,USD,147900,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,72200,USD,72200,US,0,US,M,Data Scientist,Mid
2025,SE,FT,Data Analyst,101500,USD,101500,CA,0,CA,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,54500,USD,54500,CA,0,CA,M,Data Analyst,Senior
2025,MI,FT,Data Analyst,105000,USD,105000,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,72300,USD,72300,US,0,US,M,Data Analyst,Mid
2025,SE,FT,Data Analyst,175500,USD,175500,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,104000,USD,104000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,56000,USD,56000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Engineer,233800,USD,233800,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,204900,USD,204900,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,220700,USD,220700,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,175800,USD,175800,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,231000,USD,231000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,147000,USD,147000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,197400,USD,197400,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,144200,USD,144200,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,226900,USD,226900,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,117300,USD,117300,US,0,US,M,Data Engineer,Senior
2025,MI,FT,Data Engineer,217500,USD,217500,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,147000,USD,147000,US,0,US,M,Data Engineer,Mid
2025,SE,FT,Data Engineer,181000,USD,181000,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,144200,USD,144200,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,181000,USD,181000,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,144200,USD,144200,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,164600,USD,164600,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,144200,USD,144200,US,0,US,M,Data Engineer,Senior
2025,MI,FT,Data Scientist,172000,USD,172000,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,75600,USD,75600,US,0,US,M,Data Scientist,Mid
2025,SE,FT,Data Analyst,157700,USD,157700,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,92800,USD,92800,US,0,US,M,Data Analyst,Senior
2025,EN,FT,Data Analyst,91600,USD,91600,US,0,US,M,Data Analyst,Entry
2025,EN,FT,Data Analyst,61000,USD,61000,US,0,US,M,Data Analyst,Entry
2025,SE,FT,Data Engineer,158000,USD,158000,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,105400,USD,105400,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Scientist,216400,USD,216400,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,144200,USD,144200,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,216000,USD,216000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,129900,USD,129900,US,0,US,M,Data Scientist,Senior
2025,MI,FT,Data Analyst,84100,USD,84100,US,0,US,M,Data Analyst,Mid
2025,SE,FT,Machine Learning Engineer,310000,USD,310000,US,100,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,240000,USD,240000,US,100,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,240000,USD,240000,US,100,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,205000,USD,205000,US,100,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,240000,USD,240000,US,100,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,205000,USD,205000,US,100,US,M,ML Engineer,Senior
2025,SE,FT,Data Engineer,195000,USD,195000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,120000,USD,120000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,171800,USD,171800,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,96600,USD,96600,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Machine Learning Engineer,211536,USD,211536,US,0,US,M,ML Engineer,Senior
2025,EN,FT,Data Scientist,122200,USD,122200,US,100,US,M,Data Scientist,Entry
2025,MI,FT,Data Engineer,150200,USD,150200,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,96741,USD,96741,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,179000,USD,179000,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,112000,USD,112000,US,0,US,M,Data Engineer,Mid
2025,EN,FT,Data Analyst,141000,USD,141000,US,0,US,M,Data Analyst,Entry
2025,EN,FT,Data Analyst,74000,USD,74000,US,0,US,M,Data Analyst,Entry
2025,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,135000,USD,135000,US,0,US,M,Data Scientist,Senior
2025,MI,FT,Data Engineer,160850,USD,160850,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,95379,USD,95379,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,215600,USD,215600,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,203000,USD,203000,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,123000,USD,123000,US,0,US,M,Data Engineer,Mid
2025,EX,FT,Data Engineer,223900,USD,223900,US,0,US,M,Data Engineer,Executive
2025,EX,FT,Data Engineer,135700,USD,135700,US,0,US,M,Data Engineer,Executive
2025,MI,FT,Data Engineer,175400,USD,175400,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,106300,USD,106300,US,0,US,M,Data Engineer,Mid
2025,EN,FT,Data Scientist,124800,USD,124800,US,0,US,M,Data Scientist,Entry
2025,EN,FT,Data Scientist,76128,USD,76128,US,0,US,M,Data Scientist,Entry
2025,MI,FT,Data Scientist,172000,USD,172000,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,75600,USD,75600,US,0,US,M,Data Scientist,Mid
2025,EN,FT,Data Analyst,137000,USD,137000,US,0,US,M,Data Analyst,Entry
2025,EN,FT,Data Analyst,60400,USD,60400,US,0,US,M,Data Analyst,Entry
2025,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M,Data Analyst,Mid
2025,SE,FT,Data Analyst,100000,GBP,126582,GB,0,GB,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,75000,GBP,94936,GB,0,GB,M,Data Analyst,Senior
2025,SE,FT,Machine Learning Engineer,164500,USD,164500,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,116500,USD,116500,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,225300,USD,225300,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,155300,USD,155300,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,217900,USD,217900,CA,100,CA,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,217900,USD,217900,CA,100,CA,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,256500,USD,256500,US,100,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,218025,USD,218025,US,100,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,290200,USD,290200,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,165800,USD,165800,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Data Scientist,71000,GBP,89873,GB,0,GB,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,71000,GBP,89873,GB,0,GB,M,Data Scientist,Senior
2025,MI,FT,Data Scientist,170000,USD,170000,US,100,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,140000,USD,140000,US,100,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,170000,USD,170000,US,100,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,140000,USD,140000,US,100,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,170000,USD,170000,US,100,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,140000,USD,140000,US,100,US,M,Data Scientist,Mid
2025,SE,FT,Machine Learning Engineer,291500,USD,291500,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,212000,USD,212000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,167000,USD,167000,US,0,US,M,Data Scientist,Senior
2025,MI,FT,Data Scientist,260000,USD,260000,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M,Data Scientist,Mid
2025,EN,FT,Data Analyst,83000,USD,83000,US,0,US,M,Data Analyst,Entry
2025,EN,FT,Data Analyst,73000,USD,73000,US,0,US,M,Data Analyst,Entry
2025,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M,Data Analyst,Senior
2025,EN,FT,Data Analyst,63000,USD,63000,US,0,US,M,Data Analyst,Entry
2025,EN,FT,Data Analyst,60000,USD,60000,US,0,US,M,Data Analyst,Entry
2025,SE,FT,Data Engineer,168300,USD,168300,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,132800,USD,132800,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,98770,USD,98770,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,190000,USD,190000,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,167000,USD,167000,US,0,US,M,Data Engineer,Senior
2025,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,Data Engineer,Mid
2025,EN,FT,Data Engineer,105000,USD,105000,CA,100,CA,M,Data Engineer,Entry
2025,EN,FT,Data Engineer,90000,USD,90000,CA,100,CA,M,Data Engineer,Entry
2025,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Analytics Engineer,210000,USD,210000,US,100,US,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,178500,USD,178500,US,100,US,M,Analytics Engineer,Senior
2025,MI,FT,Analytics Engineer,211000,USD,211000,US,0,US,M,Analytics Engineer,Mid
2025,MI,FT,Analytics Engineer,156000,USD,156000,US,0,US,M,Analytics Engineer,Mid
2025,SE,FT,Analytics Engineer,153900,USD,153900,US,0,US,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,102600,USD,102600,US,0,US,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,153900,USD,153900,US,0,US,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,102600,USD,102600,US,0,US,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,153900,USD,153900,US,0,US,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,102600,USD,102600,US,0,US,M,Analytics Engineer,Senior
2025,SE,FT,Machine Learning Engineer,246000,USD,246000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,190000,USD,190000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Data Scientist,207000,USD,207000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,129500,USD,129500,US,0,US,M,Data Scientist,Senior
2025,MI,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M,ML Engineer,Mid
2025,MI,FT,Machine Learning Engineer,148699,USD,148699,US,0,US,M,ML Engineer,Mid
2025,MI,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M,ML Engineer,Mid
2025,SE,FT,Data Scientist,175800,USD,175800,US,0,US,M,Data Scientist,Senior
2025,EN,FT,Machine Learning Engineer,208800,USD,208800,US,0,US,M,ML Engineer,Entry
2025,EN,FT,Machine Learning Engineer,98300,USD,98300,US,0,US,M,ML Engineer,Entry
2025,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M,Data Analyst,Senior
2025,EN,FT,Data Analyst,85000,USD,85000,US,100,US,M,Data Analyst,Entry
2025,EN,FT,Data Analyst,70000,USD,70000,US,100,US,M,Data Analyst,Entry
2025,SE,FT,Data Analyst,57600,EUR,60631,LT,0,LT,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,45600,EUR,48000,LT,0,LT,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,57600,EUR,60631,LT,0,LT,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,45600,EUR,48000,LT,0,LT,M,Data Analyst,Senior
2025,EN,FT,Data Analyst,51600,EUR,54315,LT,0,LT,M,Data Analyst,Entry
2025,EN,FT,Data Analyst,51600,EUR,54315,LT,0,LT,M,Data Analyst,Entry
2025,SE,FT,Data Analyst,142166,USD,142166,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,88854,USD,88854,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Scientist,200000,USD,200000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,184300,USD,184300,US,0,US,M,Data Scientist,Senior
2025,MI,FT,Data Scientist,240000,USD,240000,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,180128,USD,180128,US,0,US,M,Data Scientist,Mid
2025,SE,FT,Data Scientist,176356,USD,176356,US,0,US,M,Data Scientist,Senior
2025,EN,FT,Data Scientist,208800,USD,208800,US,0,US,M,Data Scientist,Entry
2025,EN,FT,Data Scientist,98300,USD,98300,US,0,US,M,Data Scientist,Entry
2025,SE,FT,Data Scientist,250000,USD,250000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,200000,USD,200000,US,0,US,M,Data Scientist,Senior
2025,MI,FT,Data Scientist,125500,USD,125500,US,100,US,M,Data Scientist,Mid
